account,amount
デビット  デビット 349269 ,0.0
デビット  デビット 349408 ,0.0
デビット  デビット 350203 ,0.0
デビット  デビット 350239 ,0.0
デビット  デビット 350783 ,0.0
デビット  デビット 350969 ,0.0
デビット  デビット 351045 ,0.0
デビット  デビット 351579 ,0.0
デビット  デビット 351622 ,0.0
デビット  デビット 351807 ,0.0
デビット  デビット 352340 ,0.0
デビット  デビット 352556 ,0.0
デビット  デビット 352636 ,0.0
デビット  デビット 352749 [適格]10％,0.0
デビット  デビット 355911 ,0.0
デビット  デビット 355981 ,0.0
デビット  デビット 356217 ,0.0
デビット  デビット 356274 ,0.0
デビット  デビット 356473 ,0.0
デビット  デビット 356805 ,0.0
デビット  デビット 357382 ,0.0
デビット  デビット 357625 ,0.0
デビット  デビット 358285 ,0.0
デビット  デビット 358390 ,0.0
デビット  デビット 359063 ,0.0
デビット  デビット 359438 [適格]10％,0.0
デビット  デビット 359957 ,0.0
デビット  デビット 361928 ,0.0
デビット  デビット 362086 ,0.0
デビット  デビット 362768 ,0.0
デビット  デビット 363033 ,0.0
デビット  デビット 363796 [適格]10％,0.0
デビット  デビット 364017 ,0.0
デビット  デビット 364245 [適格]10％,0.0
デビット  デビット 364865 ,0.0
デビット  デビット 365040 [適格]10％,0.0
デビット  デビット 365693 [適格]10％,0.0
デビット  デビット 365999 ,0.0
デビット  デビット 366832 [適格]10％,0.0
デビット  デビット 367204 ,0.0
デビット  デビット 367521 ,0.0
デビット  デビット 368242 ,0.0
デビット  デビット 370112 ,0.0
デビット  デビット 370617 ,0.0
デビット  デビット 371001 ,0.0
デビット  デビット 373923 ,0.0
デビット  デビット 374536 ,0.0
デビット  デビット 374633 ,0.0
デビット  デビット 374754 ,0.0
デビット  デビット 375207 [適格]10％,0.0
デビット  デビット 375641 ,0.0
デビット  デビット 376189 ,0.0
デビット  デビット 376198 ,0.0
デビット  デビット 376419 ,0.0
デビット  デビット 377825 [適格]10％,0.0
デビット  デビット 378690 ,0.0
デビット  デビット 379939 ,0.0
デビット  デビット 380059 [適格]10％,0.0
デビット  デビット 380975 ,0.0
デビット  デビット 381039 ,0.0
デビット  デビット 381343 ,0.0
デビット  デビット 381795 ,0.0
デビット  デビット 382157 ,0.0
デビット  デビット 382225 ,0.0
デビット  デビット 382263 ,0.0
デビット  デビット 383252 ,0.0
デビット  デビット 383255 ,0.0
デビット  デビット 383554 ,0.0
デビット  デビット 383792 [適格]10％,0.0
デビット  デビット 383932 ,0.0
デビット  デビット 384178 [適格]10％,0.0
デビット  デビット 385046 [適格]10％,0.0
デビット  デビット 385682 ,0.0
デビット  デビット 385777 ,0.0
デビット  デビット 386323 ,0.0
デビット  デビット 386622 ,0.0
デビット  デビット 387057 [適格]10％,0.0
デビット  デビット 387133 ,0.0
デビット  デビット 387573 ,0.0
デビット  デビット 387692 [適格]10％,0.0
デビット  デビット 387775 ,0.0
デビット  デビット 388822 ,0.0
デビット  デビット 389048 ,0.0
デビット  デビット 389753 ,0.0
デビット  デビット 389934 ,0.0
デビット  デビット 391181 [適格]10％,0.0
デビット  デビット 391911 ,0.0
デビット  デビット 391918 ,0.0
デビット  デビット 391923 ,0.0
デビット  デビット 391944 ,0.0
デビット  デビット 391953 ,0.0
デビット  デビット 391957 ,0.0
デビット  デビット 391974 ,0.0
デビット  デビット 392060 ,0.0
デビット  デビット 392160 ,0.0
デビット  デビット 393554 ,0.0
デビット  デビット 393651 [適格]10％,0.0
デビット  デビット 394382 ,0.0
デビット  デビット 395311 ,0.0
デビット  デビット 397614 ,0.0
デビット  デビット 397997 ,0.0
デビット  デビット 398701 ,0.0
デビット  デビット 399355 ,0.0
デビット  デビット 399561 ,0.0
デビット  デビット 399597 ,0.0
デビット  デビット 399823 ,0.0
デビット  デビット 399890 ,0.0
デビット  デビット 401154 ,0.0
デビット  デビット 402721 ,0.0
デビット  デビット 403248 ,0.0
デビット  デビット 403287 ,0.0
デビット  デビット 404176 ,0.0
デビット  デビット 404503 ,0.0
デビット  デビット 405349 ,0.0
デビット  デビット 405662 ,0.0
デビット  デビット 405855 [適格]10％,0.0
デビット  デビット 406099 ,0.0
デビット  デビット 406252 ,0.0
デビット  デビット 407559 ,0.0
デビット  デビット 407673 [適格]10％,0.0
デビット  デビット 408449 [適格]10％,0.0
デビット  デビット 408678 ,0.0
デビット  デビット 408844 [適格]10％,0.0
デビット  デビット 409170 ,0.0
デビット  デビット 409303 ,0.0
デビット  デビット 410745 ,0.0
デビット  デビット 411199 [適格]10％,0.0
デビット  デビット 411388 [適格]10％,0.0
デビット  デビット 412594 ,0.0
デビット  デビット 412666 ,0.0
デビット  デビット 413558 ,0.0
デビット  デビット 413666 ,0.0
デビット  デビット 413746 ,0.0
デビット  デビット 414034 ,0.0
デビット  デビット 414177 ,0.0
デビット  デビット 414199 ,0.0
デビット  デビット 414631 [適格]10％,0.0
デビット  デビット 415647 ,0.0
デビット  デビット 415791 ,0.0
デビット  デビット 415954 ,0.0
デビット  デビット 416590 ,0.0
デビット  デビット 416856 [適格]10％,0.0
デビット  デビット 419885 ,0.0
デビット  デビット 419934 ,0.0
デビット  デビット 420061 ,0.0
デビット  デビット 420582 ,0.0
デビット  デビット 420611 ,0.0
デビット  デビット 420963 ,0.0
デビット  デビット 421079 ,0.0
デビット  デビット 421858 ,0.0
デビット  デビット 422050 ,0.0
デビット  デビット 422382 ,0.0
デビット  デビット 422608 ,0.0
デビット  デビット 422730 ,0.0
デビット  デビット 423422 ,0.0
デビット  デビット 423829 ,0.0
デビット  デビット 423887 ,0.0
デビット  デビット 423960 ,0.0
デビット  デビット 425036 ,0.0
デビット  デビット 425251 ,0.0
デビット  デビット 426086 ,0.0
デビット  デビット 426152 [適格]10％,0.0
デビット  デビット 426733 ,0.0
デビット  デビット 426868 ,0.0
デビット  デビット 427242 ,0.0
デビット  デビット 427292 [適格]10％,0.0
デビット  デビット 427678 ,0.0
デビット  デビット 428914 [適格]10％,0.0
デビット  デビット 429747 ,0.0
デビット  デビット 429905 ,0.0
デビット  デビット 430129 ,0.0
デビット  デビット 430166 ,0.0
デビット  デビット 432616 ,0.0
デビット  デビット 432626 [適格]10％,0.0
デビット  デビット 433186 ,0.0
デビット  デビット 433207 [適格]10％,0.0
デビット  デビット 433525 ,0.0
デビット  デビット 434095 ,0.0
デビット  デビット 434278 ,0.0
デビット  デビット 434548 [適格]10％,0.0
デビット  デビット 434765 ,0.0
デビット  デビット 435025 ,0.0
デビット  デビット 435364 [適格]10％,0.0
デビット  デビット 435776 ,0.0
デビット  デビット 436101 [適格]10％,0.0
デビット  デビット 436973 ,0.0
デビット  デビット 438753 ,0.0
デビット  デビット 438822 ,0.0
デビット  デビット 438929 ,0.0
デビット  デビット 439016 ,0.0
デビット  デビット 439295 ,0.0
デビット  デビット 439372 ,0.0
デビット  デビット 439429 ,0.0
デビット  デビット 439941 ,0.0
デビット  デビット 440203 ,0.0
デビット  デビット 440279 ,0.0
デビット  デビット 440301 [適格]10％,0.0
デビット  デビット 441523 ,0.0
デビット  デビット 441922 ,0.0
デビット  デビット 442056 ,0.0
デビット  デビット 442151 ,0.0
デビット  デビット 442209 ,0.0
デビット  デビット 443632 ,0.0
デビット  デビット 443906 ,0.0
デビット  デビット 444280 ,0.0
デビット  デビット 444838 ,0.0
デビット  デビット 445022 ,0.0
デビット  デビット 445814 ,0.0
デビット  デビット 446099 [適格]10％,0.0
デビット  デビット 446693 ,0.0
デビット  デビット 446995 ,0.0
デビット  デビット 447136 ,0.0
デビット  デビット 447527 ,0.0
デビット  デビット 447534 ,0.0
デビット  デビット 447616 ,0.0
デビット  デビット 447701 ,0.0
デビット  デビット 447819 ,0.0
デビット  デビット 447951 ,0.0
デビット  デビット 449350 ,0.0
デビット  デビット 449439 ,0.0
デビット  デビット 449641 ,0.0
デビット  デビット 449822 ,0.0
デビット  デビット 449870 [適格]10％,0.0
デビット  デビット 449880 ,0.0
デビット  デビット 450263 [適格]10％,0.0
デビット  デビット 450497 ,0.0
デビット  デビット 450510 ,0.0
デビット  デビット 451334 ,0.0
デビット  デビット 452084 ,0.0
デビット  デビット 452979 [適格]10％,0.0
デビット  デビット 453404 ,0.0
デビット  デビット 453581 ,0.0
デビット  デビット 453676 ,0.0
デビット  デビット 453852 [適格]10％,0.0
デビット  デビット 454336 ,0.0
デビット  デビット 454510 ,0.0
デビット  デビット 454653 ,0.0
デビット  デビット 454782 ,0.0
デビット  デビット 454795 ,0.0
デビット  デビット 454833 ,0.0
デビット  デビット 454845 ,0.0
デビット  デビット 454890 ,0.0
デビット  デビット 454895 ,0.0
デビット  デビット 454900 ,0.0
デビット  デビット 454905 ,0.0
デビット  デビット 456154 [適格]10％,0.0
デビット  デビット 456929 [適格]10％,0.0
デビット  デビット 456980 ,0.0
デビット  デビット 457949 ,0.0
デビット  デビット 458049 ,0.0
デビット  デビット 458093 ,0.0
デビット  デビット 458094 ,0.0
デビット  デビット 458624 ,0.0
デビット  デビット 458797 ,0.0
デビット  デビット 459420 ,0.0
デビット  デビット 459850 ,0.0
デビット  デビット 459941 ,0.0
デビット  デビット 460804 ,0.0
デビット  デビット 460924 ,0.0
デビット  デビット 461261 ,0.0
デビット  デビット 462380 ,0.0
デビット  デビット 462444 ,0.0
デビット  デビット 463201 ,0.0
デビット  デビット 463235 ,0.0
デビット  デビット 463394 ,0.0
デビット  デビット 463612 ,0.0
デビット  デビット 466309 ,0.0
デビット  デビット 466474 ,0.0
デビット  デビット 466697 ,0.0
デビット  デビット 468546 ,0.0
デビット  デビット 469390 [適格]10％,0.0
デビット  デビット 469869 ,0.0
デビット  デビット 470173 ,0.0
デビット  デビット 470184 ,0.0
デビット  デビット 470552 ,0.0
デビット  デビット 471117 ,0.0
デビット  デビット 472372 ,0.0
デビット  デビット 472948 [適格]10％,0.0
デビット  デビット 472950 ,0.0
デビット  デビット 473028 ,0.0
デビット  デビット 473577 ,0.0
デビット  デビット 475644 ,0.0
デビット  デビット 475722 ,0.0
デビット  デビット 475964 ,0.0
デビット  デビット 478769 ,0.0
デビット  デビット 480039 ,0.0
デビット  デビット 480406 [適格]10％,0.0
デビット  デビット 480471 ,0.0
デビット  デビット 480475 ,0.0
デビット  デビット 480482 ,0.0
デビット  デビット 481051 ,0.0
デビット  デビット 481185 ,0.0
デビット  デビット 482353 ,0.0
デビット  デビット 482460 ,0.0
デビット  デビット 483058 ,0.0
デビット  デビット 483503 [適格]10％,0.0
デビット  デビット 483639 ,0.0
デビット  デビット 483796 ,0.0
デビット  デビット 484151 ,0.0
デビット  デビット 484758 [適格]10％,0.0
デビット  デビット 484844 [適格]10％,0.0
デビット  デビット 484883 ,0.0
デビット  デビット 485537 ,0.0
デビット  デビット 485757 ,0.0
デビット  デビット 488466 [適格]10％,0.0
デビット  デビット 488910 ,0.0
デビット  デビット 489490 ,0.0
デビット  デビット 489672 [適格]10％,0.0
デビット  デビット 489702 [適格]10％,0.0
デビット  デビット 490490 [適格]10％,0.0
デビット  デビット 490617 ,0.0
デビット  デビット 491198 [適格]10％,0.0
デビット  デビット 492061 ,0.0
デビット  デビット 492124 ,0.0
デビット  デビット 492173 ,0.0
デビット  デビット 492514 ,0.0
デビット  デビット 493203 ,0.0
デビット  デビット 493225 ,0.0
デビット  デビット 493248 ,0.0
デビット  デビット 493678 ,0.0
デビット  デビット 494659 ,0.0
デビット  デビット 495203 ,0.0
デビット  デビット 497706 ,0.0
デビット  デビット 499567 ,0.0
デビット  デビット 501197 ,0.0
デビット  デビット 501264 ,0.0
デビット  デビット 501288 ,0.0
デビット  デビット 501853 ,0.0
デビット  デビット 503198 [適格]10％,0.0
デビット  デビット 503967 ,0.0
デビット  デビット 503984 ,0.0
デビット  デビット 503992 ,0.0
デビット  デビット 504686 ,0.0
デビット  デビット 504850 ,0.0
デビット  デビット 505558 ,0.0
デビット  デビット 505746 ,0.0
デビット  デビット 509060 ,0.0
デビット  デビット 509411 ,0.0
デビット  デビット 510338 ,0.0
デビット  デビット 510424 ,0.0
デビット  デビット 510740 ,0.0
デビット  デビット 510790 ,0.0
デビット  デビット 511166 ,0.0
デビット  デビット 511338 [適格]10％,0.0
デビット  デビット 511628 ,0.0
デビット  デビット 511917 ,0.0
デビット  デビット 512155 ,0.0
デビット  デビット 512195 [適格]10％,0.0
デビット  デビット 512314 [適格]10％,0.0
デビット  デビット 513515 ,0.0
デビット  デビット 514710 ,0.0
デビット  デビット 515421 [適格]10％,0.0
デビット  デビット 515955 ,0.0
デビット  デビット 516535 ,0.0
デビット  デビット 516566 [適格]10％,0.0
デビット  デビット 516660 ,0.0
デビット  デビット 517442 ,0.0
デビット  デビット 518164 ,0.0
デビット  デビット 518802 ,0.0
デビット  デビット 520538 ,0.0
デビット  デビット 520934 ,0.0
デビット  デビット 521764 ,0.0
デビット  デビット 522225 ,0.0
デビット  デビット 522283 ,0.0
デビット  デビット 523930 ,0.0
デビット  デビット 524300 ,0.0
デビット  デビット 524735 [適格]10％,0.0
デビット  デビット 525273 ,0.0
デビット  デビット 525281 ,0.0
デビット  デビット 525433 ,0.0
デビット  デビット 525860 ,0.0
デビット  デビット 525932 ,0.0
デビット  デビット 526481 [適格]10％,0.0
デビット  デビット 526487 ,0.0
デビット  デビット 526814 ,0.0
デビット  デビット 526928 ,0.0
デビット  デビット 527297 ,0.0
デビット  デビット 527938 ,0.0
デビット  デビット 528569 [適格]10％,0.0
デビット  デビット 528793 ,0.0
デビット  デビット 528998 ,0.0
デビット  デビット 529633 ,0.0
デビット  デビット 529679 ,0.0
デビット  デビット 530177 ,0.0
デビット  デビット 530836 [適格]10％,0.0
デビット  デビット 531092 ,0.0
デビット  デビット 532077 [適格]10％,0.0
デビット  デビット 532178 [適格]10％,0.0
デビット  デビット 532190 [適格]10％,0.0
デビット  デビット 533815 ,0.0
デビット  デビット 535903 [適格]10％,0.0
デビット  デビット 536220 [適格]10％,0.0
デビット  デビット 536493 ,0.0
デビット  デビット 536806 ,0.0
デビット  デビット 536819 ,0.0
デビット  デビット 536826 ,0.0
デビット  デビット 537575 ,0.0
デビット  デビット 537926 ,0.0
デビット  デビット 538173 ,0.0
デビット  デビット 539900 ,0.0
デビット  デビット 540209 ,0.0
デビット  デビット 540294 ,0.0
デビット  デビット 540663 ,0.0
デビット  デビット 541606 [適格]10％,0.0
デビット  デビット 542270 [適格]10％,0.0
デビット  デビット 542551 ,0.0
デビット  デビット 542596 ,0.0
デビット  デビット 542751 ,0.0
デビット  デビット 543115 ,0.0
デビット  デビット 543173 ,0.0
デビット  デビット 543297 ,0.0
デビット  デビット 543964 ,0.0
デビット  デビット 544147 ,0.0
デビット  デビット 544166 ,0.0
デビット  デビット 544415 ,0.0
デビット  デビット 545765 ,0.0
デビット  デビット 546273 ,0.0
デビット  デビット 546347 ,0.0
デビット  デビット 549170 ,0.0
デビット  デビット 549252 ,0.0
デビット  デビット 549417 ,0.0
デビット  デビット 549654 [適格]10％,0.0
デビット  デビット 549790 ,0.0
デビット  デビット 550091 [適格]10％,0.0
デビット  デビット 550723 ,0.0
デビット  デビット 551901 ,0.0
デビット  デビット 552033 ,0.0
デビット  デビット 552059 ,0.0
デビット  デビット 553001 ,0.0
デビット  デビット 553025 [適格]10％,0.0
デビット  デビット 553704 [適格]10％,0.0
デビット  デビット 553777 [適格]10％,0.0
デビット  デビット 555952 [適格]10％,0.0
デビット  デビット 556198 ,0.0
デビット  デビット 556991 ,0.0
デビット  デビット 558575 ,0.0
デビット  デビット 559265 ,0.0
デビット  デビット 559275 ,0.0
デビット  デビット 559286 ,0.0
デビット  デビット 559315 ,0.0
デビット  デビット 559345 ,0.0
デビット  デビット 559371 ,0.0
デビット  デビット 559409 ,0.0
デビット  デビット 559457 ,0.0
デビット  デビット 559495 ,0.0
デビット  デビット 559843 ,0.0
デビット  デビット 560404 [適格]10％,0.0
デビット  デビット 561210 [適格]10％,0.0
デビット  デビット 562409 [適格]10％,0.0
デビット  デビット 563028 ,0.0
デビット  デビット 563181 ,0.0
デビット  デビット 563659 ,0.0
デビット  デビット 563678 ,0.0
デビット  デビット 564150 ,0.0
デビット  デビット 564799 [適格]10％,0.0
デビット  デビット 565068 ,0.0
デビット  デビット 565956 ,0.0
デビット  デビット 566431 ,0.0
デビット  デビット 566630 [適格]10％,0.0
デビット  デビット 566809 [適格]10％,0.0
デビット  デビット 566938 ,0.0
デビット  デビット 567291 ,0.0
デビット  デビット 567467 ,0.0
デビット  デビット 567834 ,0.0
デビット  デビット 567902 ,0.0
デビット  デビット 568489 ,0.0
デビット  デビット 568630 ,0.0
デビット  デビット 569728 ,0.0
デビット  デビット 570329 ,0.0
デビット  デビット 571339 ,0.0
デビット  デビット 572198 [適格]10％,0.0
デビット  デビット 572360 ,0.0
デビット  デビット 573457 ,0.0
デビット  デビット 573656 ,0.0
デビット  デビット 574201 ,0.0
デビット  デビット 574427 ,0.0
デビット  デビット 574793 [適格]10％,0.0
デビット  デビット 575347 [適格]10％,0.0
デビット  デビット 575513 ,0.0
デビット  デビット 576036 ,0.0
デビット  デビット 577283 ,0.0
デビット  デビット 577843 ,0.0
デビット  デビット 578101 [適格]10％,0.0
デビット  デビット 578161 ,0.0
デビット  デビット 578440 [適格]10％,0.0
デビット  デビット 578749 ,0.0
デビット  デビット 579060 ,0.0
デビット  デビット 579271 ,0.0
デビット  デビット 580455 [適格]10％,0.0
デビット  デビット 581226 ,0.0
デビット  デビット 581748 ,0.0
デビット  デビット 581910 [適格]10％,0.0
デビット  デビット 582469 ,0.0
デビット  デビット 583681 ,0.0
デビット  デビット 583708 ,0.0
デビット  デビット 584053 [適格]10％,0.0
デビット  デビット 584062 ,0.0
デビット  デビット 584182 ,0.0
デビット  デビット 584611 ,0.0
デビット  デビット 586047 [適格]10％,0.0
デビット  デビット 586139 ,0.0
デビット  デビット 586347 ,0.0
デビット  デビット 586595 ,0.0
デビット  デビット 586684 ,0.0
デビット  デビット 589752 ,0.0
デビット  デビット 589755 ,0.0
デビット  デビット 590311 ,0.0
デビット  デビット 591397 [適格]10％,0.0
デビット  デビット 591914 [適格]10％,0.0
デビット  デビット 592189 ,0.0
デビット  デビット 592636 ,0.0
デビット  デビット 593106 [適格]10％,0.0
デビット  デビット 593251 ,0.0
デビット  デビット 593641 ,0.0
デビット  デビット 593975 ,0.0
デビット  デビット 594257 ,0.0
デビット  デビット 595365 ,0.0
デビット  デビット 595742 ,0.0
デビット  デビット 595744 ,0.0
デビット  デビット 596862 ,0.0
デビット  デビット 597759 ,0.0
デビット  デビット 597776 [適格]10％,0.0
デビット  デビット 597842 ,0.0
デビット  デビット 598590 ,0.0
デビット  デビット 598870 [適格]10％,0.0
デビット  デビット 599469 ,0.0
デビット  デビット 600583 ,0.0
デビット  デビット 600993 ,0.0
デビット  デビット 600998 [適格]10％,0.0
デビット  デビット 601026 [適格]10％,0.0
デビット  デビット 601241 ,0.0
デビット  デビット 601248 ,0.0
デビット  デビット 601607 [適格]10％,0.0
デビット  デビット 601822 ,0.0
デビット  デビット 601896 ,0.0
デビット  デビット 601900 ,0.0
デビット  デビット 601956 ,0.0
デビット  デビット 602087 ,0.0
デビット  デビット 602501 [適格]10％,0.0
デビット  デビット 602507 [適格]10％,0.0
デビット  デビット 603203 [適格]10％,0.0
デビット  デビット 603300 ,0.0
デビット  デビット 603383 ,0.0
デビット  デビット 603432 ,0.0
デビット  デビット 603654 ,0.0
デビット  デビット 603682 ,0.0
デビット  デビット 603712 ,0.0
デビット  デビット 603812 ,0.0
デビット  デビット 603899 ,0.0
デビット  デビット 603904 ,0.0
デビット  デビット 603952 ,0.0
デビット  デビット 603973 ,0.0
デビット  デビット 603995 ,0.0
デビット  デビット 604031 ,0.0
デビット  デビット 604045 ,0.0
デビット  デビット 604471 ,0.0
デビット  デビット 605487 [適格]10％,0.0
デビット  デビット 605731 ,0.0
デビット  デビット 605784 ,0.0
デビット  デビット 606377 ,0.0
デビット  デビット 606596 ,0.0
デビット  デビット 608900 ,0.0
デビット  デビット 609089 ,0.0
デビット  デビット 609696 ,0.0
デビット  デビット 609774 ,0.0
デビット  デビット 610741 [適格]10％,0.0
デビット  デビット 611482 [適格]10％,0.0
デビット  デビット 612095 ,0.0
デビット  デビット 612470 [適格]10％,0.0
デビット  デビット 614908 ,0.0
デビット  デビット 615263 [適格]10％,0.0
デビット  デビット 615717 ,0.0
デビット  デビット 615735 ,0.0
デビット  デビット 616079 ,0.0
デビット  デビット 616107 ,0.0
デビット  デビット 616766 ,0.0
デビット  デビット 617214 ,0.0
デビット  デビット 617315 [適格]10％,0.0
デビット  デビット 617379 [適格]10％,0.0
デビット  デビット 617418 [適格]10％,0.0
デビット  デビット 617639 ,0.0
デビット  デビット 617704 ,0.0
デビット  デビット 618047 ,0.0
デビット  デビット 618511 [適格]10％,0.0
デビット  デビット 618975 ,0.0
デビット  デビット 619264 [適格]10％,0.0
デビット  デビット 619650 ,0.0
デビット  デビット 620792 ,0.0
デビット  デビット 620944 [適格]10％,0.0
デビット  デビット 622132 ,0.0
デビット  デビット 623184 ,0.0
デビット  デビット 623547 [適格]10％,0.0
デビット  デビット 623565 ,0.0
デビット  デビット 623617 [適格]10％,0.0
デビット  デビット 623674 [適格]10％,0.0
デビット  デビット 624196 ,0.0
デビット  デビット 624669 ,0.0
デビット  デビット 624734 ,0.0
デビット  デビット 624837 ,0.0
デビット  デビット 625215 [適格]10％,0.0
デビット  デビット 625940 ,0.0
デビット  デビット 626062 ,0.0
デビット  デビット 626100 ,0.0
デビット  デビット 626132 ,0.0
デビット  デビット 626240 ,0.0
デビット  デビット 626858 ,0.0
デビット  デビット 626894 [適格]10％,0.0
デビット  デビット 627155 ,0.0
デビット  デビット 627351 [適格]10％,0.0
デビット  デビット 628467 ,0.0
デビット  デビット 628780 ,0.0
デビット  デビット 629782 ,0.0
デビット  デビット 629824 ,0.0
デビット  デビット 629985 ,0.0
デビット  デビット 630142 ,0.0
デビット  デビット 630336 ,0.0
デビット  デビット 630762 ,0.0
デビット  デビット 630784 ,0.0
デビット  デビット 631183 [適格]10％,0.0
デビット  デビット 631720 ,0.0
デビット  デビット 632137 ,0.0
デビット  デビット 632578 ,0.0
デビット  デビット 632606 [適格]10％,0.0
デビット  デビット 633069 ,0.0
デビット  デビット 633249 ,0.0
デビット  デビット 634026 [適格]10％,0.0
デビット  デビット 634127 [適格]10％,0.0
デビット  デビット 634238 ,0.0
デビット  デビット 634435 ,0.0
デビット  デビット 634460 [適格]10％,0.0
デビット  デビット 634514 ,0.0
デビット  デビット 635038 ,0.0
デビット  デビット 635955 ,0.0
デビット  デビット 636865 ,0.0
デビット  デビット 637445 ,0.0
デビット  デビット 638895 [適格]10％,0.0
デビット  デビット 639257 ,0.0
デビット  デビット 639528 ,0.0
デビット  デビット 639632 ,0.0
デビット  デビット 639675 ,0.0
デビット  デビット 640182 ,0.0
デビット  デビット 640798 [適格]10％,0.0
デビット  デビット 641083 [適格]10％,0.0
デビット  デビット 641246 ,0.0
デビット  デビット 641260 ,0.0
デビット  デビット 642130 ,0.0
デビット  デビット 642391 ,0.0
デビット  デビット 642432 ,0.0
デビット  デビット 642629 [適格]10％,0.0
デビット  デビット 644980 ,0.0
デビット  デビット 645362 ,0.0
デビット  デビット 646976 ,0.0
デビット  デビット 647104 ,0.0
デビット  デビット 647631 ,0.0
デビット  デビット 647827 ,0.0
デビット  デビット 648353 ,0.0
デビット  デビット 648440 ,0.0
デビット  デビット 649383 ,0.0
デビット  デビット 649766 ,0.0
デビット  デビット 650139 ,0.0
デビット  デビット 650423 [適格]10％,0.0
デビット  デビット 652417 [適格]10％,0.0
デビット  デビット 653515 ,0.0
デビット  デビット 654380 [適格]10％,0.0
デビット  デビット 654895 ,0.0
デビット  デビット 655807 ,0.0
デビット  デビット 656397 [適格]10％,0.0
デビット  デビット 657045 [適格]10％,0.0
デビット  デビット 657266 ,0.0
デビット  デビット 657346 [適格]10％,0.0
デビット  デビット 657647 [適格]10％,0.0
デビット  デビット 658741 [適格]10％,0.0
デビット  デビット 659093 [適格]10％,0.0
デビット  デビット 660546 ,0.0
デビット  デビット 661302 ,0.0
デビット  デビット 662597 [適格]10％,0.0
デビット  デビット 663077 ,0.0
デビット  デビット 664201 ,0.0
デビット  デビット 666963 ,0.0
